ageGroup,ageGroupIdFk,athleteCountryCode,athleteIdFk,bestRecord,bibNumber,combinedEventScoreCalculated,firstName,gender,groupNo,imgVariants,initialPb,initialPbImperial,initialSb,initialSbImperial,laneRow,laneStacked,lastName,position,price,promotion,relayTeamNational,s3ImgUuid,seImplementIdFk,seedingPromotion,startStatus,eventIdFk,event,nameAndEvent
Senior,23,POL,6395,None,,,Olga,Female,0,,106700000,106700000,106700000,106700000,1,,Niedziałek,31,$4510000,N,,,1312,N,Ok,2234,35K Racewalk,Olga Niedziałek (35K Racewalk)
Senior,23,SRB,7730,None,,,Milica,Female,0,1,681,26800,681,26800,1,,Gardašević,22,$4510000,N,,7730_1540367688068,187,N,Ok,41,Long Jump,Milica Gardašević (Long Jump)
Senior,23,UGA,832,None,,,Winnie,Female,0,1,2395600,2395600,2402500,2402500,1,,Nanyondo,42,$4510000,N,,832_1643220589811,174,N,Ok,21,1500m,Winnie Nanyondo (1500m)
Senior,23,BRA,6693,None,,,Gabriel,Male,0,,131800,131800,132300,132300,1,,Constantino,5,$4500000,N,,,6,N,Ok,5,110m Hurdles,Gabriel Constantino (110m Hurdles)
Senior,23,POL,394,None,,,Piotr,Male,0,1,602,23700,580,22825,1,,Lisek,25,$4500000,N,,394_1654590396483,41,N,Ok,42,Pole Vault,Piotr Lisek (Pole Vault)
Senior,23,IRL,437,None,,,Mark,Male,0,1,1047100,1047100,1060200,1060200,1,,English,27,$4490000,N,,437_1498489159899,25,N,Ok,20,800m,Mark English (800m)
Senior,23,AUS,1490,None,,,Linden,Female,0,,2390100,2390100,2405800,2405800,1,,Hall,4,$4490000,N,,,174,N,Ok,21,1500m,Linden Hall (1500m)
Senior,23,JPN,9832,None,,,Yuki,Male,0,,836,32900,827,32550,1,,Hashioka,20,$4480000,N,,,40,N,Ok,41,Long Jump,Yuki Hashioka (Long Jump)
Senior,23,AUS,8106,None,,,Georgia,Female,0,,2401600,2401600,2401600,2401600,1,,Griffith,3,$4480000,N,,,174,N,Ok,21,1500m,Georgia Griffith (1500m)
Senior,23,USA,2802,None,,,Dalilah,Female,0,1,515800,515800,538800,538800,1,,Muhammad,38,$4470000,N,,2802_1653466493034,159,N,Ok,6,400m Hurdles,Dalilah Muhammad (400m Hurdles)
Senior,23,UKR,45187,None,,,Lyudmila,Female,0,,52290000,52290000,,,1,,Olyanovska,38,$4470000,N,,,185,N,Ok,32,20K Racewalk,Lyudmila Olyanovska (20K Racewalk)
Senior,23,GRE,919,None,,,Aikaterini,Female,0,1,491,19325,465,18300,1,,Stefanid,18,$4470000,N,,919_1653468066605,188,N,Ok,42,Pole Vault,Aikaterini Stefanid (Pole Vault)
Senior,23,GER,5879,None,,,Kristin,Female,0,1,6710,264150,6710,264150,1,,Pudenz,16,$4470000,N,,5879_1624520425407,210,N,Ok,52,Discus Throw,Kristin Pudenz (Discus Throw)
Senior,23,MAR,79,None,,,Soufiyan,Male,0,,7902900,7902900,7902900,7902900,1,,Bouqantar,31,$4460000,N,,,27,N,Ok,22,5000m,Soufiyan Bouqantar (5000m)
Senior,23,USA,39894,None,,,Conner,Male,0,,7902400,7902400,7902400,7902400,1,,Mantz,47,$4460000,N,,,27,N,Ok,22,5000m,Conner Mantz (5000m)
Senior,23,ERI,16606,None,,,Filmon,Male,0,,75980000,75980000,76450000,76450000,1,,Ande,20,$4460000,N,,,30,N,Ok,25,Marathon,Filmon Ande (Marathon)
Senior,23,MEX,737,None,,,Diego,Male,0,,7868,309750,7826,308100,1,,del Real,20,$4460000,N,,,54,N,Ok,51,Hammer Throw,Diego del Real (Hammer Throw)
Senior,23,NED,3078,None,,,Nadine,Female,0,1,125100,125100,127200,127200,1,,Visser,28,$4460000,N,,3078_1655283277131,156,N,Ok,4,100m Hurdles,Nadine Visser (100m Hurdles)
Senior,23,MAR,45212,None,,,Abdellatif,Male,0,,2135900,2135900,2139300,2139300,1,,Sadiki,32,$4460000,N,,,26,N,Ok,21,1500m,Abdellatif Sadiki (1500m)
Senior,23,TTO,3159,None,,,Keshorn,Male,0,,9016,354950,8907,350650,1,,Walcott,28,$4450000,N,,2ebd8b7e-bdf7-438b-8487-1445d9722886,72,N,Ok,53,Javelin Throw,Keshorn Walcott (Javelin Throw)
Senior,23,NGR,22492,None,,,Favour,Female,0,,109300,109300,109300,109300,1,,Ofili,36,$4450000,N,,,153,N,Ok,1,100m,Favour Ofili (100m)
Senior,23,RSA,3127,None,,,Henricho,Male,0,,99700,99700,101300,101300,1,,Bruintjies,62,$4440000,N,,,1,N,Ok,1,100m,Henricho Bruintjies (100m)
Senior,23,BDI,2599,None,,,Olivier,Male,0,,76330000,76330000,76330000,76330000,1,,Irabaruta,3,$4440000,N,,,30,N,Ok,25,Marathon,Olivier Irabaruta (Marathon)
Senior,23,AUS,2917,None,,,Brandon,Male,0,1,236,9275,226,8875,1,,Starc,4,$4440000,N,,2917_1624521263678,39,N,Ok,40,High Jump,Brandon Starc (High Jump)
Senior,23,SYR,1594,None,,,Majd Eddin,Male,0,1,236,9275,226,8875,1,,Ghazal,26,$4440000,N,,1594_1499428214845,39,N,Ok,40,High Jump,Majd Eddin Ghazal (High Jump)
Senior,23,NOR,3555,None,,,Pål,Male,0,,586,23050,586,23050,1,,Lillefosse,23,$4440000,N,,cb2ab49a-ac52-4454-96f9-bee4c7b3490a,41,N,Ok,42,Pole Vault,Pål Lillefosse (Pole Vault)
Senior,23,GBR,1852,None,,,Laura,Female,0,1,2345000,2345000,2428100,2428100,1,,Muir,18,$4440000,N,,1852_1653465760861,174,N,Ok,21,1500m,Laura Muir (1500m)
Senior,23,JAM,2515,None,,,Stephenie,Female,0,,493400,493400,504900,504900,1,,McPherson,27,$4430000,N,,1f634a72-9921-4ca4-bc19-73b10b1817f7,155,N,Ok,3,400m,Stephenie McPherson (400m)
Senior,23,LUX,2812,None,,,Charles,Male,0,,2128600,2128600,2143300,2143300,1,,Grethen,29,$4430000,N,,,26,N,Ok,21,1500m,Charles Grethen (1500m)
Senior,23,USA,4269,None,,,Cory Ann,Female,0,1,2403400,2403400,2403400,2403400,1,,McGee,44,$4430000,N,,4269_1655283929183,174,N,Ok,21,1500m,Cory Ann McGee (1500m)
Senior,23,JPN,85056,None,,,Hyuga,Male,0,,7906900,7906900,7906900,7906900,1,,Endo,25,$4420000,N,,,27,N,Ok,22,5000m,Hyuga Endo (5000m)
Senior,23,MAR,22399,None,,,Hamza,Male,0,,76350000,76350000,76350000,76350000,1,,Sahli,47,$4420000,N,,,30,N,Ok,25,Marathon,Hamza Sahli (Marathon)
Senior,23,GBR,498,None,,,Dina,Female,0,1,108300,108300,109800,109800,1,,Asher-Smith,15,$4420000,N,,498_1655284002017,153,N,Ok,1,100m,Dina Asher-Smith (100m)
Senior,23,POL,7367,None,,,Natalia,Female,0,1,501600,501600,501600,501600,1,,Kaczmarek,39,$4420000,N,,7367_1654527448176,155,N,Ok,3,400m,Natalia Kaczmarek (400m)
Senior,23,ESP,2114,None,,,Raquel,Female,0,,101200000,101200000,109640000,109640000,1,,González,15,$4420000,N,,,1312,N,Ok,2234,35K Racewalk,Raquel González (35K Racewalk)
Senior,23,FIN,13229,None,,,Tiia,Female,0,,107100000,107100000,107100000,107100000,1,,Kuikka,16,$4420000,N,,,1312,N,Ok,2234,35K Racewalk,Tiia Kuikka (35K Racewalk)
Senior,23,IRL,19452,None,,,Louise,Female,0,1,1194200,1194200,1194200,1194200,1,,Shanahan,23,$4420000,N,,19452_1653471461148,173,N,Ok,20,800m,Louise Shanahan (800m)
Senior,23,BRA,6570,None,,,Erik,Male,0,,100100,100100,101200,101200,1,,Cardoso,14,$4410000,N,,,1,N,Ok,1,100m,Erik Cardoso (100m)
Senior,23,FIN,3510,None,,,Topi,Male,0,,4965700,4965700,4993400,4993400,1,,Raitanen,20,$4410000,N,,1909e51c-abfa-4812-8c6f-15af35cde801,29,N,Ok,24,3000m Steeplechase,Topi Raitanen (3000m Steeplechase)
Senior,23,BEL,7586,None,,,Eliott,Male,0,,1048400,1048400,1061100,1061100,1,,Crestan,6,$4400000,N,,,25,N,Ok,20,800m,Eliott Crestan (800m)
Senior,23,JAM,11005,None,,,Stacey-Ann,Female,0,,501400,501400,501800,501800,1,,Williams,28,$4400000,N,,,155,N,Ok,3,400m,Stacey-Ann Williams (400m)
Senior,23,KAZ,45106,None,,,Nadezhda,Female,0,,200,7850,198,7775,1,,Dubovitskaya,17,$4400000,N,,,186,N,Ok,40,High Jump,Nadezhda Dubovitskaya (High Jump)
Senior,23,CHN,2169,None,,,Ling,Female,0,1,472,18575,,,1,,Li,4,$4400000,N,,2169_1531998545885,188,N,Ok,42,Pole Vault,Ling Li (Pole Vault)
Senior,23,NGR,45242,None,,,Ruth,Female,0,,682,26850,678,26675,1,,Usoro,20,$4400000,N,,,187,N,Ok,41,Long Jump,Ruth Usoro (Long Jump)
Senior,23,CAN,20962,None,,,William,Male,0,,2139700,2139700,2139700,2139700,1,,Paulson,9,$4400000,N,,,26,N,Ok,21,1500m,William Paulson (1500m)
Senior,23,USA,20554,None,,,Benard,Male,0,,4973100,4973100,4991600,4991600,1,,Keter,44,$4390000,N,,,29,N,Ok,24,3000m Steeplechase,Benard Keter (3000m Steeplechase)
Senior,23,JAM,10963,None,,,Briana,Female,0,,109400,109400,109400,109400,1,,Williams,27,$4390000,N,,,153,N,Ok,1,100m,Briana Williams (100m)
Senior,23,CAN,55569,None,,,Lindsey,Female,0,1,1191900,1191900,1195900,1195900,1,,Butterworth,7,$4390000,N,,55569_1653471594635,173,N,Ok,20,800m,Lindsey Butterworth (800m)
Senior,23,BEL,3113,None,,,Ismael,Male,0,1,2130600,2130600,2143900,2143900,1,,Debjani,6,$4390000,N,,3113_1561889366896,26,N,Ok,21,1500m,Ismael Debjani (1500m)
Senior,23,USA,4089,None,,,Karissa,Female,0,,2400200,2400200,2407500,2407500,1,,Schweizer,45,$4390000,N,,,174,N,Ok,21,1500m,Karissa Schweizer (1500m)
Senior,23,CAN,3111,None,,,Aaron,Male,0,,199500,199500,200300,200300,1,,Brown,9,$4380000,N,,,2,N,Ok,2,200m,Aaron Brown (200m)
Senior,23,TUN,30783,None,,,Ahmed,Male,0,,4987000,4987000,4987000,4987000,1,,Jaziri,39,$4380000,N,,,29,N,Ok,24,3000m Steeplechase,Ahmed Jaziri (3000m Steeplechase)
Senior,23,CIV,1643,None,,,Marie-Josée,Female,0,1,107800,107800,110100,110100,1,,Ta Lou,12,$4380000,N,,1643_1518546184189,153,N,Ok,1,100m,Marie-Josée Ta Lou (100m)
Senior,23,CZE,45107,None,,,Tereza,Female,0,,103100000,103100000,109110000,109110000,1,,Ďurdiaková,10,$4380000,N,,,1312,N,Ok,2234,35K Racewalk,Tereza Ďurdiaková (35K Racewalk)
Senior,23,CYP,6049,None,,,Filippa,Female,0,,679,26725,679,26725,1,,Fotopoulou,7,$4380000,N,,,187,N,Ok,41,Long Jump,Filippa Fotopoulou (Long Jump)
Senior,23,DOM,38214,None,,,Lidio,Male,0,,446400,446400,446400,446400,1,,Feliz,16,$4370000,N,,,3,N,Ok,3,400m,Lidio Feliz (400m)
Senior,23,BOT,2019,None,,,Isaac,Male,0,1,437200,437200,450300,450300,1,,Makwala,9,$4370000,N,,2019_1525439892639,3,N,Ok,3,400m,Isaac Makwala (400m)
Senior,23,GBR,992,None,,,Andrew,Male,0,1,131400,131400,132800,132800,1,,Pozzi,19,$4370000,N,,992_1581714237095,6,N,Ok,5,110m Hurdles,Andrew Pozzi (110m Hurdles)
Senior,23,USA,85038,None,,,Duncan,Male,0,,4988800,4988800,4988800,4988800,1,,Hamilton,42,$4360000,N,,,29,N,Ok,24,3000m Steeplechase,Duncan Hamilton (3000m Steeplechase)
Senior,23,SWE,2211,None,,,Perseus,Male,0,,46870000,46870000,47820000,47820000,1,,Karlström,45,$4360000,N,,,37,N,Ok,32,20K Racewalk,Perseus Karlström (20K Racewalk)
Senior,23,JAM,61043,None,,,Chrisann,Female,0,,1195200,1195200,1195200,1195200,1,,Gordon-Powell,25,$4360000,N,,,173,N,Ok,20,800m,Chrisann Gordon-Powell (800m)
Senior,23,USA,4227,None,,,Tiffany,Female,0,,680,26750,678,26675,1,,Flynn,28,$4360000,N,,,187,N,Ok,41,Long Jump,Tiffany Flynn (Long Jump)
Senior,23,ETH,6959,None,,,Milkesa,Male,0,,16202400,16202400,16202400,16202400,1,,Mengesha,11,$4350000,N,,,28,N,Ok,23,10000m,Milkesa Mengesha (10000m)
Senior,23,ITA,5065,None,,,Marco,Male,0,,235,9250,226,8875,1,,Fassinotti,15,$4350000,N,,,39,N,Ok,40,High Jump,Marco Fassinotti (High Jump)
Senior,23,URU,568,None,,,Emiliano,Male,0,,828,32575,828,32575,1,,Lasa,30,$4350000,N,,,40,N,Ok,41,Long Jump,Emiliano Lasa (Long Jump)
Senior,23,CHN,8077,None,,,Na,Female,0,,7502,295350,7447,293175,1,,Luo,8,$4350000,N,,,201,N,Ok,51,Hammer Throw,Na Luo (Hammer Throw)
Senior,23,UGA,936,None,,,Ronald,Male,0,,2105800,2105800,2156000,2156000,1,,Musagala,41,$4350000,N,,,26,N,Ok,21,1500m,Ronald Musagala (1500m)
Senior,23,BEL,2192,None,,,Ben,Male,0,1,585,23025,585,23025,1,,Broeders,3,$4340000,N,,2192_1598260160722,41,N,Ok,42,Pole Vault,Ben Broeders (Pole Vault)
Senior,23,FRA,3170,None,,,Valentin,Male,0,1,585,23025,585,23025,1,,Lavillenie,11,$4340000,N,,3170_1621860333630,41,N,Ok,42,Pole Vault,Valentin Lavillenie (Pole Vault)
Senior,23,GRE,11347,None,,,Christos,Male,0,1,7815,307675,7815,307675,1,,Frantzeskakis,16,$4340000,N,,11347_1600075217081,54,N,Ok,51,Hammer Throw,Christos Frantzeskakis (Hammer Throw)
Senior,23,MDA,2333,None,,,Serghei,Male,0,,7872,309900,7790,306675,1,,Marghiev,19,$4340000,N,,,54,N,Ok,51,Hammer Throw,Serghei Marghiev (Hammer Throw)
Senior,23,ESP,6385,None,,,María,Female,0,,51960000,51960000,52600000,52600000,1,,Pérez,14,$4340000,N,,,185,N,Ok,32,20K Racewalk,María Pérez (20K Racewalk)
Senior,23,GBR,2584,None,,,Nethaneel,Male,0,1,199500,199500,200500,200500,1,,Mitchell-Blake,24,$4320000,N,,2584_1654590648512,2,N,Ok,2,200m,Nethaneel Mitchell-Blake (200m)
Senior,23,SWE,2078,None,,,Vidar,Male,0,,4983100,4983100,4995700,4995700,1,,Johansson,38,$4320000,N,,95c704b1-963a-48c2-80b1-68f5dc84a3b9,29,N,Ok,24,3000m Steeplechase,Vidar Johansson (3000m Steeplechase)
Senior,23,BAH,827,None,,,Donald,Male,0,1,237,9325,225,8850,1,,Thomas,5,$4320000,N,,827_1498488638693,39,N,Ok,40,High Jump,Donald Thomas (High Jump)
Senior,23,CHN,9533,None,,,Yaming,Male,0,,1757,69150,1722,67775,1,,Zhu,9,$4320000,N,,,42,N,Ok,43,Triple Jump,Yaming Zhu (Triple Jump)
Senior,23,ITA,22556,None,,,Roberta,Female,0,1,471,18525,471,18525,1,,Bruni,19,$4320000,N,,22556_1655282343370,188,N,Ok,42,Pole Vault,Roberta Bruni (Pole Vault)
Senior,23,USA,4213,None,,,Jessica,Female,0,,1940,76375,1940,76375,1,,Woodard,31,$4320000,N,,,190,N,Ok,50,Shot Put,Jessica Woodard (Shot Put)
Senior,23,POL,1868,None,,,Damian,Male,0,1,132500,132500,132500,132500,1,,Czykier,33,$4310000,N,,1868_1653470114367,6,N,Ok,5,110m Hurdles,Damian Czykier (110m Hurdles)
Senior,23,USA,76485,None,,,Kendall,Female,0,,499900,499900,503500,503500,1,,Ellis,48,$4310000,N,,,155,N,Ok,3,400m,Kendall Ellis (400m)
Senior,23,ESP,6071,None,,,Fátima,Female,0,,682,26850,676,26600,1,,Diame,8,$4310000,N,,,187,N,Ok,41,Long Jump,Fátima Diame (Long Jump)
Senior,23,ETH,40244,None,,,Samuel,Male,0,1,2128000,2128000,2148000,2148000,1,,Zeleke,18,$4300000,N,,40244_1621859668291,26,N,Ok,21,1500m,Samuel Zeleke (1500m)
Senior,23,ALG,854,None,,,Hichem,Male,0,,4958800,4958800,5010600,5010600,1,,Bouchicha,1,$4290000,N,,,29,N,Ok,24,3000m Steeplechase,Hichem Bouchicha (3000m Steeplechase)
Senior,23,USA,5015,None,,,Sean,Male,0,1,7927,312075,7750,305100,1,,Donnelly,29,$4290000,N,,5015_1561886630551,54,N,Ok,51,Hammer Throw,Sean Donnelly (Hammer Throw)
Senior,23,GBR,21142,None,,,Elizabeth,Female,0,,5594600,5594600,5594600,5594600,1,,Bird,21,$4290000,N,,,177,N,Ok,24,3000m Steeplechase,Elizabeth Bird (3000m Steeplechase)
Senior,23,UKR,2577,None,,,Iryna,Female,0,1,199,7825,198,7775,1,,Gerashchenko,24,$4290000,N,,2577_1630580480937,186,N,Ok,40,High Jump,Iryna Gerashchenko (High Jump)
Senior,23,JPN,85093,None,,,Gaku,Male,0,,76510000,76510000,76510000,76510000,1,,Hoshi,37,$4280000,N,,,30,N,Ok,25,Marathon,Gaku Hoshi (Marathon)
Senior,23,DOM,38213,None,,,Alexander,Male,0,,200300,200300,200300,200300,1,,Ogando,19,$4270000,N,,,2,N,Ok,2,200m,Alexander Ogando (200m)
Senior,23,CAN,16598,None,,,John,Male,0,,4969900,4969900,5007700,5007700,1,,Gay,8,$4270000,N,,,29,N,Ok,24,3000m Steeplechase,John Gay (3000m Steeplechase)
Senior,23,MAR,75274,None,,,Salaheddine,Male,0,,4996300,4996300,4996300,4996300,1,,Yazid,33,$4270000,N,,,29,N,Ok,24,3000m Steeplechase,Salaheddine Yazid (3000m Steeplechase)
Senior,23,AUS,22573,None,,,Jemima,Female,0,,52470000,52470000,52470000,52470000,1,,Montag,2,$4270000,N,,,185,N,Ok,32,20K Racewalk,Jemima Montag (20K Racewalk)
Senior,23,FRA,32529,None,,,Alice,Female,0,,5595900,5595900,5595900,5595900,1,,Finot,20,$4270000,N,,,177,N,Ok,24,3000m Steeplechase,Alice Finot (3000m Steeplechase)
Senior,23,TTO,45120,None,,,Tyra,Female,0,,696,27400,669,26325,1,,Gittens,25,$4270000,N,,,187,N,Ok,41,Long Jump,Tyra Gittens (Long Jump)
Senior,23,AUS,21461,None,,,Ben,Male,0,,4997900,4997900,4997900,4997900,1,,Buckingham,3,$4260000,N,,,29,N,Ok,24,3000m Steeplechase,Ben Buckingham (3000m Steeplechase)
Senior,23,POL,1824,None,,,Anna,Female,0,1,502800,502800,502800,502800,1,,Kiełbasińska,40,$4260000,N,,1824_1654590527631,155,N,Ok,3,400m,Anna Kiełbasińska (400m)
Senior,23,CAN,38966,None,,,Madeleine,Female,0,,1197100,1197100,1197100,1197100,1,,Kelly,8,$4260000,N,,,173,N,Ok,20,800m,Madeleine Kelly (800m)
Senior,23,CUB,85021,None,,,Shainer,Male,0,,101100,101100,101100,101100,1,,Rengifo Montoya,24,$4250000,N,,,1,N,Ok,1,100m,Shainer Rengifo Montoya (100m)
Senior,23,SWE,2211,None,,,Perseus,Male,0,,91140000,91140000,93740000,93740000,1,,Karlström,51,$4250000,N,,,1314,N,Ok,2234,35K Racewalk,Perseus Karlström (35K Racewalk)
Senior,23,MEX,49590,None,,,Laura,Female,0,,8911500,8911500,8911500,8911500,1,,Galván,28,$4250000,N,,,175,N,Ok,22,5000m,Laura Galván (5000m)
Senior,23,FIN,6329,None,,,Krista,Female,0,,7440,292900,7440,292900,1,,Tervo,14,$4250000,N,,,201,N,Ok,51,Hammer Throw,Krista Tervo (Hammer Throw)
Senior,23,GBR,1205,None,,,Alexandra,Female,0,1,1176600,1176600,1206700,1206700,1,,Bell,18,$4240000,N,,1205_1653471421947,173,N,Ok,20,800m,Alexandra Bell (800m)
Senior,23,FRA,32531,None,,,Margot,Female,0,1,470,18500,470,18500,1,,Chevrier,12,$4240000,N,,32531_1622715123683,188,N,Ok,42,Pole Vault,Margot Chevrier (Pole Vault)
Senior,23,NZL,24339,None,,,George,Male,0,,7925300,7925300,7925300,7925300,1,,Beamish,34,$4230000,N,,,27,N,Ok,22,5000m,George Beamish (5000m)
Senior,23,ITA,7681,None,,,Andrea,Male,0,,1735,68300,1728,68025,1,,Dallavalle,22,$4230000,N,,,42,N,Ok,43,Triple Jump,Andrea Dallavalle (Triple Jump)
Senior,23,BRN,2308,None,,,Edidiong,Female,0,,224300,224300,224300,224300,1,,Odiong,11,$4230000,N,,,154,N,Ok,2,200m,Edidiong Odiong (200m)
Senior,23,AUS,84919,None,,,Kelly,Female,0,,108040000,108040000,108040000,108040000,1,,Ruddick,1,$4230000,N,,,1312,N,Ok,2234,35K Racewalk,Kelly Ruddick (35K Racewalk)
Senior,23,NZL,10897,None,,,Samuel,Male,0,,2143700,2143700,2143700,2143700,1,,Tanner,35,$4230000,N,,,26,N,Ok,21,1500m,Samuel Tanner (1500m)
Senior,23,CAN,61332,None,,,Jerome,Male,0,,200400,200400,200400,200400,1,,Blake,8,$4220000,N,,,2,N,Ok,2,200m,Jerome Blake (200m)
Senior,23,AUS,39009,None,,,Edward,Male,0,,4996000,4996000,5002900,5002900,1,,Trippas,4,$4220000,N,,,29,N,Ok,24,3000m Steeplechase,Edward Trippas (3000m Steeplechase)
Senior,23,JPN,45066,None,,,Ryoma,Male,0,,5000900,5000900,5000900,5000900,1,,Aoki,26,$4220000,N,,,29,N,Ok,24,3000m Steeplechase,Ryoma Aoki (3000m Steeplechase)
Senior,23,CAN,22418,None,,,Ryan,Male,0,,5000600,5000600,5000600,5000600,1,,Smeeton,9,$4220000,N,,,29,N,Ok,24,3000m Steeplechase,Ryan Smeeton (3000m Steeplechase)
Senior,23,DJI,85094,None,,,Ibrahim,Male,0,,76580000,76580000,76580000,76580000,1,,Hassan,19,$4220000,N,,,30,N,Ok,25,Marathon,Ibrahim Hassan (Marathon)
Senior,23,USA,84431,None,,,Jacob,Male,0,,590,23225,581,22850,1,,Wooten,33,$4220000,N,,,41,N,Ok,42,Pole Vault,Jacob Wooten (Pole Vault)
Senior,23,ETH,1348,None,,,Habitam,Female,0,1,1167100,1167100,1211200,1211200,1,,Alemu,11,$4220000,N,,1348_1613763152508,173,N,Ok,20,800m,Habitam Alemu (800m)
Senior,23,USA,2697,None,,,Kara,Female,0,1,6667,262475,6426,252975,1,,Winger,32,$4220000,N,,2697_1532116848395,219,N,Ok,53,Javelin Throw,Kara Winger (Javelin Throw)
Senior,23,ESP,19937,None,,,Asier,Male,0,,132200,132200,132900,132900,1,,Martínez,13,$4210000,N,,,6,N,Ok,5,110m Hurdles,Asier Martínez (110m Hurdles)
Senior,23,MEX,287,None,,,Edgar,Male,0,,231,9075,227,8925,1,,Rivera,21,$4210000,N,,,39,N,Ok,40,High Jump,Edgar Rivera (High Jump)
Senior,23,IND,85085,None,,,Jeswin Aldrin,Male,0,,826,32500,826,32500,1,,Johnson,15,$4210000,N,,,40,N,Ok,41,Long Jump,Jeswin Aldrin Johnson (Long Jump)
Senior,23,NGR,38131,None,,,Nzubechi Grace,Female,0,,109700,109700,109700,109700,1,,Nwokocha,35,$4210000,N,,,153,N,Ok,1,100m,Nzubechi Grace Nwokocha (100m)
Senior,23,JAM,75150,None,,,Andrenette,Female,0,,533900,533900,533900,533900,1,,Knight,17,$4210000,N,,,159,N,Ok,6,400m Hurdles,Andrenette Knight (400m Hurdles)
Senior,23,SUI,6305,None,,,Chiara,Female,0,,5602800,5602800,5602800,5602800,1,,Scherrer,38,$4210000,N,,,177,N,Ok,24,3000m Steeplechase,Chiara Scherrer (3000m Steeplechase)
Senior,23,GER,9242,None,,,Julian,Male,0,,101100,101100,101200,101200,1,,Wagner,30,$4200000,N,,,1,N,Ok,1,100m,Julian Wagner (100m)
Senior,23,BRA,17924,None,,,Eduardo,Male,0,,132700,132700,132700,132700,1,,Rodrigues,7,$4200000,N,,,6,N,Ok,5,110m Hurdles,Eduardo Rodrigues (110m Hurdles)
Senior,23,FRA,11193,None,,,Just,Male,0,1,132700,132700,132700,132700,1,,Kwaou-Mathey,15,$4200000,N,,11193_1630583062965,6,N,Ok,5,110m Hurdles,Just Kwaou-Mathey (110m Hurdles)
Senior,23,JAM,66095,None,,,Orlando,Male,0,,132700,132700,132700,132700,1,,Bennett,22,$4200000,N,,,6,N,Ok,5,110m Hurdles,Orlando Bennett (110m Hurdles)
Senior,23,JPN,85023,None,,,Rachid,Male,0,,132700,132700,132700,132700,1,,Muratake,28,$4200000,N,,,6,N,Ok,5,110m Hurdles,Rachid Muratake (110m Hurdles)
Senior,23,CAN,84657,None,,,Charles,Male,0,,7927600,7927600,7927600,7927600,1,,Philibert-Thiboutot,9,$4200000,N,,,27,N,Ok,22,5000m,Charles Philibert-Thiboutot (5000m)
Senior,23,GBR,155,None,,,Daryll,Female,0,1,109300,109300,109900,109900,1,,Neita,17,$4200000,N,,155_1565424686082,153,N,Ok,1,100m,Daryll Neita (100m)
Senior,23,NGR,38131,None,,,Nzubechi Grace,Female,0,,224400,224400,224400,224400,1,,Nwokocha,38,$4200000,N,,,154,N,Ok,2,200m,Nzubechi Grace Nwokocha (200m)
Senior,23,USA,2476,None,,,Miranda,Female,0,,108190000,108190000,108190000,108190000,1,,Melville,42,$4200000,N,,,1312,N,Ok,2234,35K Racewalk,Miranda Melville (35K Racewalk)
Senior,23,KEN,16675,None,,,Jarinter,Female,0,,1198400,1198400,1198400,1198400,1,,Mwasya,31,$4200000,N,,,173,N,Ok,20,800m,Jarinter Mwasya (800m)
Senior,23,POL,7885,None,,,Anna,Female,0,1,1198400,1198400,1198400,1198400,1,,Wielgosz,35,$4200000,N,,7885_1565514502359,173,N,Ok,20,800m,Anna Wielgosz (800m)
Senior,23,USA,4089,None,,,Karissa,Female,0,,8663400,8663400,9027700,9027700,1,,Schweizer,39,$4200000,N,,,175,N,Ok,22,5000m,Karissa Schweizer (5000m)
Senior,23,NGR,20632,None,,,Annette,Female,0,,7549,297200,7376,290375,1,,Echikunwoke,29,$4200000,N,,,201,N,Ok,51,Hammer Throw,Annette Echikunwoke (Hammer Throw)
Senior,23,UKR,2654,None,,,Olha,Female,0,1,1186400,1186400,1203900,1203900,1,,Lyakhova,42,$4190000,N,,2654_1549295589009,173,N,Ok,20,800m,Olha Lyakhova (800m)
Senior,23,BAH,54159,None,,,TyNia,Female,0,,224500,224500,224500,224500,1,,Gaither,4,$4180000,N,,,154,N,Ok,2,200m,TyNia Gaither (200m)
Senior,23,GBR,3211,None,,,Charlotte,Female,0,,86060000,86060000,,,1,,Purdue,21,$4180000,N,,,178,N,Ok,25,Marathon,Charlotte Purdue (Marathon)
Senior,23,DEN,19117,None,,,Katrine,Female,0,,7422,292200,7422,292200,1,,Jacobsen,10,$4180000,N,,,201,N,Ok,51,Hammer Throw,Katrine Jacobsen (Hammer Throw)
Senior,23,ALG,2579,None,,,Bilal,Male,0,,5002000,5002000,5007100,5007100,1,,Tabti,2,$4170000,N,,,29,N,Ok,24,3000m Steeplechase,Bilal Tabti (3000m Steeplechase)
Senior,23,GER,2747,None,,,Gina,Female,0,,109500,109500,109900,109900,1,,Lückenkemper,19,$4170000,N,,81c8b997-f4dc-4cf7-9e0c-058a25058794,153,N,Ok,1,100m,Gina Lückenkemper (100m)
Senior,23,GBR,2473,None,,,Holly,Female,0,1,490,19275,460,18100,1,,Bradshaw,13,$4170000,N,,2473_1655284906356,188,N,Ok,42,Pole Vault,Holly Bradshaw (Pole Vault)
Senior,23,BEL,7242,None,,,Thomas,Male,0,,228,8975,228,8975,1,,Carmoy,6,$4160000,N,,,39,N,Ok,40,High Jump,Thomas Carmoy (High Jump)
