ageGroup,ageGroupIdFk,athleteCountryCode,athleteIdFk,bestRecord,bibNumber,combinedEventScoreCalculated,firstName,gender,groupNo,imgVariants,initialPb,initialPbImperial,initialSb,initialSbImperial,laneRow,laneStacked,lastName,position,price,promotion,relayTeamNational,s3ImgUuid,seImplementIdFk,seedingPromotion,startStatus,eventIdFk,event,nameAndEvent
Senior,23,KAZ,45191,None,,,Kristina,Female,0,,196,7700,196,7700,1,,Ovchinnikova,18,$3540000,N,,,186,N,Ok,40,High Jump,Kristina Ovchinnikova (High Jump)
Senior,23,IRL,6139,None,,,Andrew,Male,0,,2156600,2156600,2165400,2165400,1,,Coscoran,24,$3540000,N,,,26,N,Ok,21,1500m,Andrew Coscoran (1500m)
Senior,23,GER,9396,None,,,Katharina,Female,0,,2442900,2442900,2442900,2442900,1,,Trost,21,$3540000,N,,,174,N,Ok,21,1500m,Katharina Trost (1500m)
Senior,23,BEL,569,None,,,Dylan,Male,0,1,451800,451800,451800,451800,1,,Borlée,6,$3530000,N,,569_1538994350091,3,N,Ok,3,400m,Dylan Borlée (400m)
Senior,23,AUS,31,None,,,Steven,Male,0,,449400,449400,452800,452800,1,,Solomon,3,$3530000,N,,,3,N,Ok,3,400m,Steven Solomon (400m)
Senior,23,GBR,7481,None,,,Molly,Female,0,1,460,18100,460,18100,1,,Caudery,14,$3530000,N,,7481_1622714871194,188,N,Ok,42,Pole Vault,Molly Caudery (Pole Vault)
Senior,23,GRE,1184,None,,,Nikoleta,Female,0,1,483,19000,450,17700,1,,Kyriakopoulou,16,$3530000,N,,1184_1653468243476,188,N,Ok,42,Pole Vault,Nikoleta Kyriakopoulou (Pole Vault)
Senior,23,CZE,5707,None,,,Amálie,Female,0,,460,18100,460,18100,1,,Švábíková,7,$3530000,N,,,188,N,Ok,42,Pole Vault,Amálie Švábíková (Pole Vault)
Senior,23,CHN,6900,None,,,Chunge,Female,0,,460,18100,460,18100,1,,Niu,5,$3530000,N,,,188,N,Ok,42,Pole Vault,Chunge Niu (Pole Vault)
Senior,23,JPN,84957,None,,,Sumire,Female,0,,665,26175,663,26100,1,,Hata,17,$3530000,N,,,187,N,Ok,41,Long Jump,Sumire Hata (Long Jump)
Senior,23,CZE,2701,None,,,Petr,Male,0,,132700,132700,134700,134700,1,,Svoboda,11,$3520000,N,,,6,N,Ok,5,110m Hurdles,Petr Svoboda (110m Hurdles)
Senior,23,AUS,85058,None,,,Ky,Male,0,,8001700,8001700,8001700,8001700,1,,Robinson,5,$3520000,N,,,27,N,Ok,22,5000m,Ky Robinson (5000m)
Senior,23,BRN,161,None,,,Shumi,Male,0,,76030000,76030000,78090000,78090000,1,,Dechasa,11,$3520000,N,,,30,N,Ok,25,Marathon,Shumi Dechasa (Marathon)
Senior,23,ARG,82738,None,,,Belén,Female,0,,5659900,5659900,5696000,5696000,1,,Casetta,2,$3520000,N,,,177,N,Ok,24,3000m Steeplechase,Belén Casetta (3000m Steeplechase)
Senior,23,JAM,2814,None,,,Kimberly,Female,0,1,1469,57825,1462,57550,1,,Williams,19,$3520000,N,,2814_1561888938495,189,N,Ok,43,Triple Jump,Kimberly Williams (Triple Jump)
Senior,23,BEL,7376,None,,,Elise,Female,0,,2426300,2426300,2451600,2451600,1,,Vanderelst,6,$3520000,N,,,174,N,Ok,21,1500m,Elise Vanderelst (1500m)
Senior,23,BOL,29686,None,,,Héctor,Male,0,,77480000,77480000,77480000,77480000,1,,Garibay Flores,7,$3510000,N,,,30,N,Ok,25,Marathon,Héctor Garibay Flores (Marathon)
Senior,23,DEN,3594,None,,,Mette,Female,0,1,128400,128400,128400,128400,1,,Graversgaard,11,$3510000,N,,3594_1643219851672,156,N,Ok,4,100m Hurdles,Mette Graversgaard (100m Hurdles)
Senior,23,IRL,5367,None,,,Sarah,Female,0,1,128400,128400,128400,128400,1,,Lavin,17,$3510000,N,,5367_1654525199243,156,N,Ok,4,100m Hurdles,Sarah Lavin (100m Hurdles)
Senior,23,JPN,9823,None,,,Nozomi,Female,0,,8999300,8999300,9056100,9056100,1,,Tanaka,23,$3510000,N,,,175,N,Ok,22,5000m,Nozomi Tanaka (5000m)
Senior,23,GER,3866,None,,,Claudine,Female,0,1,6664,262350,6460,254325,1,,Vita,18,$3510000,N,,3866_1624520399038,210,N,Ok,52,Discus Throw,Claudine Vita (Discus Throw)
Senior,23,TGA,85019,None,,,Nehumi,Male,0,,,,,,1,,Tuihalamaka,68,$3500000,N,,,1,N,Ok,1,100m,Nehumi Tuihalamaka (100m)
Senior,23,PLW,85015,None,,,Ignacio,Male,0,,,,,,1,,Blaluk,60,$3500000,N,,,1,N,Ok,1,100m,Ignacio Blaluk (100m)
Senior,23,ANG,85029,None,,,Marcos,Male,0,,,,,,1,,Santos,1,$3500000,N,,,2,N,Ok,2,200m,Marcos Santos (200m)
Senior,23,AUS,4949,None,,,Nicholas,Male,0,,133800,133800,134300,134300,1,,Hough,3,$3500000,N,,,6,N,Ok,5,110m Hurdles,Nicholas Hough (110m Hurdles)
Senior,23,,,None,,,,Male,0,,371000,371000,387200,387200,1,,,16,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,379400,379400,383500,383500,1,,,14,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,379100,379100,387000,387000,1,,,13,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,374300,374300,,,1,,,12,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,368400,368400,,,1,,,11,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,375000,375000,389500,389500,1,,,10,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,380800,380800,396000,396000,1,,,9,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,379900,379900,379900,379900,1,,,8,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,377900,377900,384100,384100,1,,,6,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,384600,384600,389700,389700,1,,,5,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,381600,381600,392600,392600,1,,,4,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,377900,377900,,,1,,,3,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,376400,376400,383100,383100,1,,,2,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,376500,376500,386300,386300,1,,,15,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,373600,373600,384300,384300,1,,,7,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,377200,377200,393200,393200,1,,,1,$3500000,N,1,,92,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1742900,1742900,1825800,1825800,1,,,16,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1792100,1792100,1882300,1882300,1,,,14,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1780000,1780000,1878100,1878100,1,,,13,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1771800,1771800,1869000,1869000,1,,,12,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1807600,1807600,,,1,,,11,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1767500,1767500,,,1,,,10,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1788100,1788100,1845500,1845500,1,,,9,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1802500,1802500,1844100,1844100,1,,,8,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1798600,1798600,1841800,1841800,1,,,7,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1789600,1789600,1853500,1853500,1,,,6,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1801500,1801500,1809800,1809800,1,,,5,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1824200,1824200,1995500,1995500,1,,,4,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1781200,1781200,2017800,2017800,1,,,15,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1795000,1795000,1866100,1866100,1,,,3,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1772700,1772700,1842700,1842700,1,,,2,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Male,0,,1778800,1778800,1865200,1865200,1,,,1,$3500000,N,1,,93,N,Ok,1267,,undefined undefined (undefined)
Senior,23,ARU,85057,None,,,Jethro,Male,0,,,,,,1,,Saint-Fleur,2,$3500000,N,,,27,N,Ok,22,5000m,Jethro Saint-Fleur (5000m)
Senior,23,USA,10618,None,,,Sean,Male,0,,16381500,16381500,16381500,16381500,1,,McGorty,27,$3500000,N,,,28,N,Ok,23,10000m,Sean McGorty (10000m)
Senior,23,FIN,6006,None,,,Aaron,Male,0,,7905,311200,7503,295375,1,,Kangas,9,$3500000,N,,,54,N,Ok,51,Hammer Throw,Aaron Kangas (Hammer Throw)
Senior,23,MHL,84882,None,,,Ka;alieena,Female,0,,,,,,1,,Bien,33,$3500000,N,,,153,N,Ok,1,100m,Ka;alieena Bien (100m)
Senior,23,,,None,,,,Female,0,,408200,408200,424000,424000,1,,,16,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,420500,420500,421300,421300,1,,,15,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,426800,426800,438100,438100,1,,,14,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,423900,423900,432500,432500,1,,,13,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,420400,420400,433500,433500,1,,,12,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,433900,433900,,,1,,,11,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,410200,410200,,,1,,,10,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,428400,428400,432100,432100,1,,,9,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,438000,438000,442500,442500,1,,,8,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,413700,413700,425400,425400,1,,,7,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,432800,432800,432800,432800,1,,,5,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,436900,436900,455500,455500,1,,,4,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,435100,435100,444600,444600,1,,,3,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,422300,422300,,,1,,,2,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,415500,415500,422900,422900,1,,,6,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,426000,426000,430300,430300,1,,,1,$3500000,N,1,,239,N,Ok,1261,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,2039600,2039600,2149300,2149300,1,,,2,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,1959200,1959200,2099500,2099500,1,,,7,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,2051600,2051600,2099300,2099300,1,,,8,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,2085800,2085800,2085800,2085800,1,,,11,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,1955100,1955100,2053500,2053500,1,,,16,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,2063600,2063600,,,1,,,1,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,2012100,2012100,2146700,2146700,1,,,3,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,2075700,2075700,2117200,2117200,1,,,4,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,2023400,2023400,,,1,,,5,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,2000400,2000400,2085700,2085700,1,,,6,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,1987100,1987100,2084000,2084000,1,,,9,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,2037400,2037400,2085700,2085700,1,,,10,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,2005300,2005300,2085900,2085900,1,,,12,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,2084900,2084900,2093400,2093400,1,,,13,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,2059000,2059000,,,1,,,14,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Female,0,,2019400,2019400,,,1,,,15,$3500000,N,1,,240,N,Ok,1267,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1929400,1929400,,,1,,,7,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1919500,1919500,,,1,,,6,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1932900,1932900,1989000,1989000,1,,,5,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1902100,1902100,,,1,,,4,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1958900,1958900,,,1,,,3,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1893400,1893400,,,1,,,16,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1991800,1991800,2030600,2030600,1,,,15,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1898700,1898700,,,1,,,14,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1936000,1936000,1955800,1955800,1,,,13,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1903600,1903600,,,1,,,12,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1966700,1966700,,,1,,,11,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1917600,1917600,,,1,,,10,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1935100,1935100,,,1,,,9,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1928800,1928800,2113700,2113700,1,,,8,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1915100,1915100,,,1,,,2,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,,,None,,,,Mixed,0,,1944200,1944200,,,1,,,1,$3500000,N,1,,990,N,Ok,2142,,undefined undefined (undefined)
Senior,23,RSA,45025,None,,,Shaun,Male,0,,201000,201000,202600,202600,1,,Maswanganyi,43,$3490000,N,,,2,N,Ok,2,200m,Shaun Maswanganyi (200m)
Senior,23,ESP,11183,None,,,Enrique,Male,0,,134100,134100,134200,134200,1,,Llopis,12,$3490000,N,,,6,N,Ok,5,110m Hurdles,Enrique Llopis (110m Hurdles)
Senior,23,USA,5479,None,,,Luke,Male,0,,575,22625,575,22625,1,,Winder,32,$3490000,N,,,41,N,Ok,42,Pole Vault,Luke Winder (Pole Vault)
Senior,23,IND,75559,None,,,Muhammed Anees,Male,0,,815,32075,815,32075,1,,Yahiya,17,$3490000,N,,,40,N,Ok,41,Long Jump,Muhammed Anees Yahiya (Long Jump)
Senior,23,IND,8422,None,,,Annu,Female,0,,6382,251250,6382,251250,1,,Rani,18,$3490000,N,,,219,N,Ok,53,Javelin Throw,Annu Rani (Javelin Throw)
Senior,23,PUR,84692,None,,,Gabby,Female,0,,509700,509700,509700,509700,1,,Scott,43,$3480000,N,,,155,N,Ok,3,400m,Gabby Scott (400m)
Senior,23,AUS,84938,None,,,Tess,Female,0,,1214000,1214000,1214000,1214000,1,,Kirsopp-Cole,4,$3480000,N,,,173,N,Ok,20,800m,Tess Kirsopp-Cole (800m)
Senior,23,ITA,84891,None,,,Sintayehu,Female,0,,2446400,2446400,2446400,2446400,1,,Vissa,25,$3480000,N,,,174,N,Ok,21,1500m,Sintayehu Vissa (1500m)
Senior,23,POL,3442,None,,,Klaudia,Female,0,1,128200,128200,128600,128600,1,,Siciarz,30,$3470000,N,,3442_1654525319519,156,N,Ok,4,100m Hurdles,Klaudia Siciarz (100m Hurdles)
Senior,23,DMA,1506,None,,,Thea,Female,0,,1462,57550,1462,57550,1,,LaFond,6,$3470000,N,,,189,N,Ok,43,Triple Jump,Thea LaFond (Triple Jump)
Senior,23,CAN,1954,None,,,Elizabeth,Female,0,,6483,255225,6333,249325,1,,Gleadle,6,$3470000,N,,,219,N,Ok,53,Javelin Throw,Elizabeth Gleadle (Javelin Throw)
Senior,23,POR,13935,None,,,Isaac,Male,0,,2165000,2165000,2165000,2165000,1,,Nader,37,$3470000,N,,,26,N,Ok,21,1500m,Isaac Nader (1500m)
Senior,23,JPN,19,None,,,Julian,Male,0,,451300,451300,452700,452700,1,,Walsh,29,$3460000,N,,,3,N,Ok,3,400m,Julian Walsh (400m)
Senior,23,FIN,642,None,,,Reetta,Female,0,1,127800,127800,128800,128800,1,,Hurske,12,$3460000,N,,642_1643220025666,156,N,Ok,4,100m Hurdles,Reetta Hurske (100m Hurdles)
Senior,23,MAR,84935,None,,,Assia,Female,0,,1214400,1214400,1214400,1214400,1,,Raziki,32,$3460000,N,,,173,N,Ok,20,800m,Assia Raziki (800m)
Senior,23,SRI,84937,None,,,Gayanthika,Female,0,,1214400,1214400,1214400,1214400,1,,Artigala,39,$3460000,N,,,173,N,Ok,20,800m,Gayanthika Artigala (800m)
Senior,23,SWE,1687,None,,,Sarah,Female,0,,9048700,9048700,9048700,9048700,1,,Lahti,34,$3460000,N,,6a359fef-ca15-4989-933f-bbdc34f1a1e6,175,N,Ok,22,5000m,Sarah Lahti (5000m)
Senior,23,KAZ,4275,None,,,Caroline,Female,0,,18731800,18731800,18731800,18731800,1,,Kipkirui,14,$3460000,N,,,176,N,Ok,23,10000m,Caroline Kipkirui (10000m)
Senior,23,JPN,85033,None,,,Hiroto,Male,0,,48140000,48140000,48140000,48140000,1,,Jusho,29,$3450000,N,,,37,N,Ok,32,20K Racewalk,Hiroto Jusho (20K Racewalk)
Senior,23,VIN,78766,None,,,Shafiqua,Female,0,,1212200,1212200,1215800,1215800,1,,Maloney,48,$3450000,N,,,173,N,Ok,20,800m,Shafiqua Maloney (800m)
Senior,23,UGA,2149,None,,,Stella,Female,0,,18737200,18737200,18737200,18737200,1,,Chesang,21,$3450000,N,,,176,N,Ok,23,10000m,Stella Chesang (10000m)
Senior,23,GER,14460,None,,,Sam,Male,0,,8011700,8011700,8011700,8011700,1,,Parsons,22,$3440000,N,,,27,N,Ok,22,5000m,Sam Parsons (5000m)
Senior,23,GER,1098,None,,,Christopher,Male,0,,47220000,47220000,48540000,48540000,1,,Linke,20,$3440000,N,,,37,N,Ok,32,20K Racewalk,Christopher Linke (20K Racewalk)
Senior,23,USA,83467,None,,,William,Male,0,,819,32225,812,31950,1,,Williams,34,$3440000,N,,,40,N,Ok,41,Long Jump,William Williams (Long Jump)
Senior,23,POL,2986,None,,,Konrad,Male,0,1,2225,87575,2191,86250,1,,Bukowiecki,24,$3440000,N,,2986_1655281205172,43,N,Ok,50,Shot Put,Konrad Bukowiecki (Shot Put)
Senior,23,KEN,834,None,,,Purity,Female,0,,5569100,5569100,5750000,5750000,1,,Kirui,34,$3440000,N,,1ab59aec-9eff-4b20-935a-5a806fdd00d9,177,N,Ok,24,3000m Steeplechase,Purity Kirui (3000m Steeplechase)
Senior,23,USA,2873,None,,,Shadrack,Male,0,,16275500,16275500,16449300,16449300,1,,Kipchirchir,25,$3430000,N,,,28,N,Ok,23,10000m,Shadrack Kipchirchir (10000m)
Senior,23,JAM,6613,None,,,Wayne,Male,0,,814,32025,814,32025,1,,Pinnock,19,$3430000,N,,,40,N,Ok,41,Long Jump,Wayne Pinnock (Long Jump)
Senior,23,GER,703,None,,,Max,Male,0,,1752,68975,1685,66325,1,,Heß,17,$3430000,N,,e2550936-04a5-49ce-8a69-f23f0f443531,42,N,Ok,43,Triple Jump,Max Heß (Triple Jump)
Senior,23,FRA,7027,None,,,Enzo,Male,0,,1705,67125,1705,67125,1,,Hodebar,14,$3430000,N,,,42,N,Ok,43,Triple Jump,Enzo Hodebar (Triple Jump)
Senior,23,USA,2691,None,,,Maria,Female,0,,112520000,112520000,112520000,112520000,1,,Michta-Coffey,43,$3430000,N,,,1312,N,Ok,2234,35K Racewalk,Maria Michta-Coffey (35K Racewalk)
Senior,23,JAM,653,None,,,Chanice,Female,0,,677,26650,655,25775,1,,Porter,16,$3430000,N,,ee04c282-08ec-4584-b858-c8be922cda30,187,N,Ok,41,Long Jump,Chanice Porter (Long Jump)
Senior,23,GER,3412,None,,,Christoph,Male,0,1,2166300,2166300,2166300,2166300,1,,Kessler,23,$3430000,N,,3412_1498488707597,26,N,Ok,21,1500m,Christoph Kessler (1500m)
Senior,23,GBR,77105,None,,,Joe,Male,0,,202300,202300,202300,202300,1,,Ferguson,22,$3420000,N,,,2,N,Ok,2,200m,Joe Ferguson (200m)
Senior,23,PAN,403,None,,,Alonso,Male,0,1,198100,198100,204100,204100,1,,Edward,38,$3420000,N,,403_1531391756659,2,N,Ok,2,200m,Alonso Edward (200m)
Senior,23,JAM,52232,None,,,Christopher,Male,0,,447900,447900,454500,454500,1,,Taylor,26,$3420000,N,,,3,N,Ok,3,400m,Christopher Taylor (400m)
Senior,23,IRL,7184,None,,,Christopher,Male,0,,452600,452600,452600,452600,1,,O'Donnell,21,$3420000,N,,,3,N,Ok,3,400m,Christopher O'Donnell (400m)
Senior,23,GBR,1337,None,,,David,Male,0,,133700,133700,134600,134600,1,,King,18,$3420000,N,,9830e916-3b36-4b7d-8d22-61bf8f78c640,6,N,Ok,5,110m Hurdles,David King (110m Hurdles)
Senior,23,ERI,85009,None,,,Habtom,Male,0,,16400800,16400800,16400800,16400800,1,,Samuel,7,$3420000,N,,,28,N,Ok,23,10000m,Habtom Samuel (10000m)
Senior,23,UGA,1198,None,,,Jackson,Male,0,,77080000,77080000,77830000,77830000,1,,Kiprop,62,$3420000,N,,,30,N,Ok,25,Marathon,Jackson Kiprop (Marathon)
Senior,23,GBR,24610,None,,,Jessie,Female,0,1,540900,540900,540900,540900,1,,Knight,10,$3420000,N,,24610_1621860083923,159,N,Ok,6,400m Hurdles,Jessie Knight (400m Hurdles)
Senior,23,GER,3749,None,,,Alina,Female,0,,9041000,9041000,9062900,9062900,1,,Reh,18,$3420000,N,,bfbfbe70-8452-47b6-b381-384e4e03b7f8,175,N,Ok,22,5000m,Alina Reh (5000m)
Senior,23,JPN,11054,None,,,Ririka,Female,0,,8928400,8928400,9110800,9110800,1,,Hironaka,22,$3420000,N,,,175,N,Ok,22,5000m,Ririka Hironaka (5000m)
Senior,23,UGA,4273,None,,,Mercyline,Female,0,,18750500,18750500,,,1,,Chelangat,20,$3420000,N,,,176,N,Ok,23,10000m,Mercyline Chelangat (10000m)
Senior,23,GER,10356,None,,,Samantha,Female,0,,7214,284000,7214,284000,1,,Borutta,15,$3420000,N,,,201,N,Ok,51,Hammer Throw,Samantha Borutta (Hammer Throw)
Senior,23,CHN,84943,None,,,Jiangyan,Female,0,,7447,293175,7116,280150,1,,Li,7,$3420000,N,,,201,N,Ok,51,Hammer Throw,Jiangyan Li (Hammer Throw)
Senior,23,ESP,13223,None,,,Marc,Male,0,,93940000,93940000,95700000,95700000,1,,Tur,18,$3410000,N,,,1314,N,Ok,2234,35K Racewalk,Marc Tur (35K Racewalk)
Senior,23,JPN,9824,None,,,Masumi,Female,0,,128600,128600,128600,128600,1,,Aoki,23,$3410000,N,,,156,N,Ok,4,100m Hurdles,Masumi Aoki (100m Hurdles)
Senior,23,RSA,84888,None,,,Marione,Female,0,,128600,128600,128600,128600,1,,Fourie,34,$3410000,N,,,156,N,Ok,4,100m Hurdles,Marione Fourie (100m Hurdles)
Senior,23,USA,3661,None,,,Natosha,Female,0,,18722800,18722800,18768900,18768900,1,,Rogers,24,$3410000,N,,,176,N,Ok,23,10000m,Natosha Rogers (10000m)
Senior,23,POR,1125,None,,,Patrícia,Female,0,1,1501,59075,1442,56750,1,,Mamona,22,$3410000,N,,1125_1498489137981,189,N,Ok,43,Triple Jump,Patrícia Mamona (Triple Jump)
Senior,23,NOR,5417,None,,,Beatrice,Female,0,,7210,283850,7210,283850,1,,Llano,20,$3410000,N,,,201,N,Ok,51,Hammer Throw,Beatrice Llano (Hammer Throw)
Senior,23,MEX,49590,None,,,Laura,Female,0,,2449800,2449800,2449800,2449800,1,,Galván,35,$3410000,N,,,174,N,Ok,21,1500m,Laura Galván (1500m)
Senior,23,ESP,7024,None,,,Héctor,Male,0,,819,32225,811,31925,1,,Santos,12,$3400000,N,,,40,N,Ok,41,Long Jump,Héctor Santos (Long Jump)
Senior,23,USA,51156,None,,,Christian,Male,0,1,1821,71675,1654,65100,1,,Taylor,31,$3400000,N,,51156_1640933916164,42,N,Ok,43,Triple Jump,Christian Taylor (Triple Jump)
